episode,phase,total_reward,steps,success,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
145,1.0,-0.15,500,1,93,7,34.714285714285715,0.067904,0.462038,nan
146,1.0,0.65,500,1,97,8,32.875,0.113442,0.80512,nan
147,1.0,-0.7,500,1,84,6,37.5,0.045656,0.30623,nan
148,1.0,-0.95,500,1,89,6,43.5,0.063269,-0.088894,nan
149,1.0,0.1,500,1,108,8,31.625,0.055968,0.375203,nan
150,1.0,0.75,500,1,95,8,31.5,0.104524,0.758743,nan
151,1.0,1.25,500,1,85,8,31.0,0.128317,0.856733,nan
152,1.0,0.15,500,1,87,7,34.285714285714285,0.095063,0.355727,nan
153,1.0,-0.45,500,1,79,6,37.0,0.035444,0.161489,nan
154,1.0,-0.45,500,1,99,7,31.571428571428573,0.04455,0.026215,nan
155,1.0,0.35,500,1,83,7,30.0,0.092148,0.644632,nan
156,1.0,-0.65,500,1,83,6,37.833333333333336,0.042729,-0.121716,nan
157,1.0,-1.15,500,1,93,6,33.5,0.086329,-0.400647,nan
158,1.0,1.1,500,1,88,8,30.75,0.130476,0.51097,nan
159,1.0,-0.7,500,1,104,7,38.42857142857143,0.026665,-0.124318,nan
160,1.0,0.7,500,1,96,8,34.625,0.077991,0.56686,nan
161,1.0,1.4,500,1,82,8,34.25,0.124858,0.69521,nan
162,1.0,1.55,500,1,79,8,29.625,0.162224,0.891791,nan
163,1.0,0.2,500,1,86,7,33.57142857142857,0.060275,0.188506,nan
164,1.0,-0.4,500,1,78,6,35.0,0.035462,-0.185797,nan
165,1.0,0.35,500,1,83,7,30.0,0.046581,0.319593,nan
166,1.0,0.1,500,1,88,7,32.285714285714285,0.050244,0.137571,nan
167,1.0,1.7,500,1,96,9,28.0,0.113865,0.665625,nan
168,1.0,0.05,500,1,69,6,34.666666666666664,0.083176,-0.069525,nan
169,1.0,2.15,500,1,87,9,26.22222222222222,0.21109,1.21157,nan
170,1.0,-0.15,500,1,93,7,32.285714285714285,0.045205,-0.05605,nan
171,1.0,0.05,500,1,89,7,32.285714285714285,0.044128,-0.200072,nan
172,1.0,1.15,500,1,87,8,29.125,0.083009,0.52798,nan
173,1.0,2.3,500,1,84,9,29.333333333333332,0.157282,0.97116,nan
174,1.0,1.05,500,1,89,8,25.625,0.067554,0.366737,nan
175,1.0,-0.85,500,1,107,7,29.428571428571427,0.093262,-0.542366,nan
176,1.0,0.55,500,1,79,7,39.42857142857143,0.037127,0.058818,nan
177,1.0,0.7,500,1,76,7,35.142857142857146,0.036647,0.011763,nan
178,1.0,0.75,500,1,95,8,26.875,0.043483,0.112461,nan
179,1.0,1.8,500,1,94,9,29.333333333333332,0.082348,0.615158,nan
180,1.0,1.75,500,1,95,9,29.555555555555557,0.075342,0.609223,nan
181,1.0,1.1,500,1,88,8,30.375,0.03252,0.330949,nan
182,1.0,0.9,500,1,72,7,30.285714285714285,0.081196,0.116052,nan
183,1.0,1.15,500,1,87,8,30.875,0.054836,0.433101,nan
184,1.0,0.3,500,1,104,8,30.5,0.039788,-0.127416,nan
185,1.0,0.55,500,1,99,8,28.125,0.057148,-0.036905,nan
186,1.0,1.65,500,1,77,8,30.375,0.052518,0.278171,nan
187,1.0,1.05,500,1,89,8,29.875,0.086438,0.317421,nan
188,1.0,0.85,500,1,93,8,29.25,0.031509,0.107879,nan
189,1.0,1.65,500,1,97,9,27.11111111111111,0.054173,0.506762,nan
190,1.0,1.0,500,1,90,8,26.875,0.041033,0.146891,nan
191,1.0,-0.15,500,1,113,8,27.25,0.077614,-0.490579,nan
192,1.0,1.35,500,1,83,8,31.375,0.051828,0.390792,nan
193,1.0,0.2,500,1,86,7,27.857142857142858,0.080307,-0.388281,nan
194,1.0,1.1,500,1,88,8,26.75,0.0339,0.154466,nan
195,1.0,0.75,500,1,95,8,28.75,0.034283,-0.036704,nan
196,1.0,2.1,500,1,88,9,28.11111111111111,0.069306,0.57009,nan
197,1.0,0.65,500,1,77,7,37.857142857142854,0.032589,-0.237895,nan
198,1.0,2.05,500,1,89,9,28.0,0.109715,0.754315,nan
199,1.0,0.8,500,1,94,8,29.75,0.022844,-0.109179,nan
200,1.0,1.2,500,1,86,8,31.875,0.036907,0.070918,nan
201,1.0,3.05,500,1,69,9,26.666666666666668,0.131581,0.92824,nan
202,1.0,2.05,500,1,89,9,27.666666666666668,0.070959,0.330335,nan
203,1.0,1.8,500,1,74,8,27.125,0.048614,0.434054,nan
204,1.0,0.4,500,1,82,7,35.714285714285715,0.041162,-0.2881,nan
205,1.0,2.75,500,1,95,10,25.1,0.149989,0.906228,nan
206,1.0,0.85,500,1,93,8,32.25,0.029177,-0.106999,nan
207,1.0,0.8,500,1,94,8,30.25,0.046144,-0.10835,nan
208,1.0,2.0,500,1,90,9,23.666666666666668,0.074873,0.48075,nan
209,1.0,1.55,500,1,79,8,31.75,0.026819,0.128455,nan
210,1.0,0.7,500,1,96,8,27.375,0.054554,-0.401538,nan
211,1.0,2.15,500,1,87,9,29.333333333333332,0.042973,0.247229,nan
212,1.0,2.0,500,1,70,8,30.25,0.035741,0.392272,nan
213,1.0,1.8,500,1,74,8,29.75,0.062536,0.12804,nan
214,1.0,2.55,500,1,79,9,31.11111111111111,0.072023,0.416739,nan
215,1.0,0.55,500,1,99,8,30.375,0.077593,-0.515949,nan
216,1.0,1.6,500,1,78,8,29.5,0.048612,0.140838,nan
