episode,total_reward,steps,success,licked_left,licked_right,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
1559,-2.5,500,0,0,0,0,0,nan,4e-06,0.41938,nan
1560,-2.55,500,0,0,0,1,0,nan,3e-06,0.420203,nan
1561,-2.55,500,0,0,0,1,0,nan,4e-06,0.420486,nan
1562,-2.5,500,0,0,0,0,0,nan,0.002708,0.420217,nan
1563,-2.5,500,0,0,0,0,0,nan,0.001366,0.418561,nan
1564,-2.5,500,0,0,0,0,0,nan,5e-06,0.417992,nan
1565,-2.5,500,0,0,0,0,0,nan,5e-06,0.419555,nan
1566,-2.5,500,0,0,0,0,0,nan,0.002695,0.41921,nan
1567,-2.5,500,0,0,0,0,0,nan,0.001354,0.419462,nan
1568,-2.5,500,0,0,0,0,0,nan,0.00128,0.421921,nan
1569,-2.5,500,0,0,0,0,0,nan,7e-06,0.419804,nan
1570,-2.5,500,0,0,0,0,0,nan,2e-06,0.421052,nan
1571,-2.55,500,0,0,0,1,0,nan,3e-06,0.421078,nan
1572,-2.5,500,0,0,0,0,0,nan,0.001369,0.421834,nan
1573,-2.5,500,0,0,0,0,0,nan,4e-06,0.422963,nan
1574,-2.5,500,0,0,0,0,0,nan,0.001349,0.420697,nan
1575,-2.5,500,0,0,0,0,0,nan,6e-06,0.421632,nan
1576,-2.5,500,0,0,0,0,0,nan,4e-06,0.421634,nan
1577,-2.5,500,0,0,0,0,0,nan,6e-06,0.421906,nan
1578,-2.5,500,0,0,0,0,0,nan,8e-06,0.422673,nan
1579,-2.5,500,0,0,0,0,0,nan,2e-06,0.42328,nan
1580,-2.6,500,0,0,0,2,0,nan,0.001357,0.422081,nan
1581,-2.5,500,0,0,0,0,0,nan,3e-06,0.421809,nan
1582,-2.55,500,0,0,0,1,0,nan,2e-06,0.422541,nan
1583,-2.5,500,0,0,0,0,0,nan,4e-06,0.422659,nan
1584,-2.5,500,0,0,0,0,0,nan,0.002701,0.420954,nan
1585,-2.5,500,0,0,0,0,0,nan,1e-06,0.423053,nan
1586,-2.65,500,0,0,0,3,0,nan,4e-06,0.422632,nan
1587,-2.8,500,0,0,0,6,0,nan,0.002718,0.421777,nan
1588,-3.55,500,0,0,0,21,0,nan,0.001378,0.422828,nan
1589,-3.0,500,0,0,0,10,0,nan,0.002733,0.422242,nan
1590,-16.05,500,0,0,0,271,0,nan,0.000745,0.467683,nan
1591,-9.75,500,0,0,0,145,0,nan,0.005398,0.49735,nan
1592,-2.5,500,0,0,0,0,0,nan,0.0025,0.445288,nan
1593,-2.5,500,0,0,0,0,0,nan,0.000519,0.455551,nan
1594,-2.5,500,0,0,0,0,0,nan,0.00214,0.447286,nan
1595,-2.5,500,0,0,0,0,0,nan,0.000465,0.459878,nan
1596,-2.5,500,0,0,0,0,0,nan,0.001781,0.455008,nan
1597,-2.5,500,0,0,0,0,0,nan,0.000619,0.457533,nan
1598,-3.25,500,0,1,0,15,0,nan,0.005241,0.486218,nan
1599,-2.5,500,0,0,0,0,0,nan,0.011085,0.473229,nan
1600,-3.15,500,0,1,0,13,0,nan,0.005786,0.462038,nan
1601,-5.6,500,0,1,0,62,0,nan,0.003821,0.475465,nan
1602,-4.15,500,0,1,0,33,0,nan,0.007096,0.506427,nan
1603,-5.2,500,0,1,0,54,0,nan,0.013061,0.451099,nan
1604,-6.75,500,0,1,0,85,0,nan,0.00647,0.450141,nan
1605,-4.9,500,0,1,0,48,0,nan,0.006705,0.482222,nan
1606,-2.6,500,0,1,0,2,0,nan,0.006625,0.451383,nan
1607,-2.8,500,0,1,0,6,0,nan,0.007781,0.466691,nan
1608,-3.1,500,0,1,0,12,0,nan,0.008452,0.460761,nan
1609,-2.8,500,0,1,0,6,0,nan,0.005167,0.44873,nan
1610,-8.85,500,0,1,0,127,0,nan,0.005806,0.447248,nan
1611,-10.25,500,0,1,0,155,0,nan,0.006671,0.434111,nan
1612,-9.3,500,0,1,0,136,0,nan,0.007452,0.444694,nan
1613,-11.5,500,0,1,0,180,0,nan,0.010385,0.455114,nan
1614,-11.85,500,0,1,0,187,0,nan,0.007612,0.46763,nan
1615,-13.15,500,0,1,0,213,0,nan,0.011367,0.474359,nan
1616,-12.55,500,0,1,0,201,0,nan,0.010189,0.492994,nan
1617,-11.25,500,0,1,0,175,0,nan,0.010363,0.508049,nan
1618,-11.7,500,0,1,0,184,0,nan,0.006535,0.519201,nan
1619,-12.05,500,0,1,0,191,0,nan,0.024149,0.523688,nan
1620,-12.8,500,0,1,0,206,0,nan,0.01577,0.542387,nan
1621,-13.2,500,0,1,0,214,0,nan,0.005136,0.553126,nan
1622,-12.2,500,0,1,0,194,0,nan,0.010757,0.569939,nan
1623,-10.65,500,0,1,0,163,0,nan,0.013088,0.569762,nan
1624,-13.4,500,0,1,0,218,0,nan,0.005745,0.604128,nan
1625,-12.2,500,0,1,0,194,0,nan,0.002801,0.619225,nan
1626,-12.6,500,0,1,0,202,0,nan,0.007006,0.620147,nan
1627,-11.45,500,0,1,0,179,0,nan,0.008715,0.628529,nan
1628,-11.3,500,0,1,0,176,0,nan,0.007304,0.673875,nan
1629,-8.0,500,0,1,0,110,0,nan,0.011352,0.725728,nan
1630,-8.3,500,0,1,0,116,0,nan,0.02188,0.748289,nan
1631,-11.1,500,0,1,0,172,0,nan,0.011194,0.738733,nan
1632,-12.05,500,0,1,0,191,0,nan,0.003708,0.761839,nan
1633,-11.05,500,0,1,0,171,0,nan,0.003743,0.755224,nan
1634,-11.4,500,0,1,0,178,0,nan,0.004011,0.779359,nan
1635,-11.45,500,0,1,0,179,0,nan,0.00301,0.796645,nan
1636,-10.7,500,0,1,0,164,0,nan,0.01127,0.804757,nan
1637,-11.25,500,0,1,0,175,0,nan,0.00391,0.820961,nan
1638,-13.1,500,0,1,0,212,0,nan,0.010207,0.851452,nan
1639,-11.8,500,0,1,0,186,0,nan,0.0043,0.858528,nan
1640,-10.45,500,0,1,0,159,0,nan,0.004202,0.885271,nan
1641,-10.35,500,0,1,0,157,0,nan,0.010582,0.880766,nan
1642,-10.5,500,0,1,0,160,0,nan,0.012794,0.886687,nan
1643,-10.2,500,0,1,0,154,0,nan,0.00395,0.907567,nan
1644,-9.6,500,0,1,0,142,0,nan,0.010783,0.899251,nan
1645,-9.6,500,0,1,0,142,0,nan,0.002709,0.944923,nan
1646,-10.75,500,0,1,0,165,0,nan,0.010488,0.925564,nan
1647,-11.9,500,0,1,0,188,0,nan,0.004426,0.936608,nan
1648,-10.65,500,0,1,0,163,0,nan,0.002375,0.950366,nan
1649,-9.75,500,0,1,0,145,0,nan,0.001187,0.928553,nan
1650,-12.1,500,0,1,0,192,0,nan,0.002019,0.939192,nan
1651,-11.9,500,0,1,0,188,0,nan,0.02864,0.967685,nan
1652,-10.0,500,0,1,0,150,0,nan,0.003275,0.99176,nan
1653,-12.35,500,0,1,0,197,0,nan,0.004187,0.991775,nan
1654,-11.6,500,0,1,0,182,0,nan,0.001465,0.978068,nan
1655,-11.8,500,0,1,0,186,0,nan,0.009,1.002105,nan
1656,-13.65,500,0,1,0,223,0,nan,0.00904,1.025456,nan
1657,-10.8,500,0,1,0,166,0,nan,0.010831,1.034662,nan
1658,-12.55,500,0,1,0,201,0,nan,0.003059,1.047975,nan
1659,-12.55,500,0,1,0,201,0,nan,0.00306,1.048853,nan
1660,-11.25,500,0,1,0,175,0,nan,0.000966,1.05221,nan
1661,-11.8,500,0,1,0,186,0,nan,0.009056,1.069878,nan
1662,-11.8,500,0,1,0,186,0,nan,0.000832,1.079475,nan
1663,-7.7,500,0,1,0,104,0,nan,0.012763,1.089364,nan
1664,-8.5,500,0,1,0,120,0,nan,0.002272,1.067118,nan
1665,-6.85,500,0,1,0,87,0,nan,0.019216,1.082516,nan
1666,-5.65,500,0,1,0,63,0,nan,0.000258,1.082641,nan
1667,-6.05,500,0,1,0,71,0,nan,0.018335,1.056669,nan
1668,-5.15,500,0,1,0,53,0,nan,0.000491,1.066878,nan
1669,-5.45,500,0,1,0,59,0,nan,0.009688,1.066067,nan
1670,-6.2,500,0,1,0,74,0,nan,0.000615,1.054918,nan
1671,-2.8,500,0,1,0,6,0,nan,0.000739,1.056244,nan
1672,-6.3,500,0,1,0,76,0,nan,0.000417,1.046426,nan
1673,-4.5,500,0,1,0,40,0,nan,0.000786,1.039153,nan
1674,-5.05,500,0,1,0,51,0,nan,0.026435,1.035318,nan
1675,-5.2,500,0,1,0,54,0,nan,0.00037,1.035131,nan
1676,-2.55,500,0,0,0,1,0,nan,0.017223,1.027217,nan
1677,-2.5,500,0,0,0,0,0,nan,0.000205,1.029442,nan
1678,-2.55,500,0,0,0,1,0,nan,0.008221,1.015701,nan
1679,-2.6,500,0,0,0,2,0,nan,0.008213,1.011329,nan
1680,-2.55,500,0,0,0,1,0,nan,0.000319,1.009108,nan
1681,-2.5,500,0,0,0,0,0,nan,0.007979,1.002506,nan
1682,-2.6,500,0,0,0,2,0,nan,0.00732,0.998104,nan
1683,-2.55,500,0,0,0,1,0,nan,0.000226,0.989798,nan
1684,-2.5,500,0,0,0,0,0,nan,0.000276,0.989002,nan
1685,-2.65,500,0,0,0,3,0,nan,0.006865,0.98195,nan
1686,-2.5,500,0,0,0,0,0,nan,6.9e-05,0.973556,nan
1687,-2.7,500,0,0,0,4,0,nan,0.020416,0.964806,nan
1688,-2.65,500,0,0,0,3,0,nan,6.1e-05,0.954302,nan
1689,-2.65,500,0,0,0,3,0,nan,2.8e-05,0.949914,nan
1690,-2.6,500,0,0,0,2,0,nan,2.6e-05,0.943296,nan
1691,-2.55,500,0,0,0,1,0,nan,0.006932,0.942054,nan
1692,-2.5,500,0,0,0,0,0,nan,0.014306,0.929453,nan
1693,-2.6,500,0,0,0,2,0,nan,0.01934,0.92004,nan
1694,-2.6,500,0,0,0,2,0,nan,1.8e-05,0.917687,nan
1695,-2.5,500,0,0,0,0,0,nan,2.2e-05,0.906333,nan
1696,-2.6,500,0,0,0,2,0,nan,0.006478,0.899323,nan
1697,-2.5,500,0,0,0,0,0,nan,1.7e-05,0.892396,nan
1698,-2.5,500,0,0,0,0,0,nan,0.006233,0.885291,nan
1699,-2.55,500,0,0,0,1,0,nan,4.1e-05,0.875361,nan
1700,-2.5,500,0,0,0,0,0,nan,5.7e-05,0.864876,nan
1701,-2.65,500,0,0,0,3,0,nan,0.006019,0.865129,nan
1702,-2.55,500,0,0,0,1,0,nan,4.8e-05,0.858432,nan
1703,-2.55,500,0,0,0,1,0,nan,1.9e-05,0.850188,nan
1704,-2.5,500,0,0,0,0,0,nan,3.6e-05,0.842809,nan
1705,-2.55,500,0,0,0,1,0,nan,1.7e-05,0.839759,nan
1706,-2.5,500,0,0,0,0,0,nan,0.011151,0.829763,nan
1707,-2.5,500,0,0,0,0,0,nan,2.3e-05,0.826308,nan
1708,-2.5,500,0,0,0,0,0,nan,0.010288,0.82232,nan
1709,-2.6,500,0,0,0,2,0,nan,0.010323,0.814172,nan
1710,-2.55,500,0,0,0,1,0,nan,4.1e-05,0.811462,nan
1711,-2.5,500,0,0,0,0,0,nan,0.00524,0.809689,nan
1712,-2.5,500,0,0,0,0,0,nan,2.8e-05,0.802912,nan
1713,-2.5,500,0,0,0,0,0,nan,4.3e-05,0.793793,nan
1714,-2.55,500,0,0,0,1,0,nan,3.9e-05,0.792397,nan
1715,-2.5,500,0,0,0,0,0,nan,0.004682,0.792105,nan
1716,-2.55,500,0,0,0,1,0,nan,0.009264,0.781524,nan
1717,-2.5,500,0,0,0,0,0,nan,1.1e-05,0.77914,nan
1718,-2.5,500,0,0,0,0,0,nan,4e-05,0.772532,nan
1719,-2.5,500,0,0,0,0,0,nan,1.9e-05,0.771411,nan
1720,-2.55,500,0,0,0,1,0,nan,0.004598,0.763704,nan
1721,-2.5,500,0,0,0,0,0,nan,1.5e-05,0.757464,nan
1722,-2.5,500,0,0,0,0,0,nan,0.008747,0.749583,nan
1723,-2.5,500,0,0,0,0,0,nan,3.4e-05,0.742,nan
1724,-2.65,500,0,1,0,3,0,nan,5.7e-05,0.735704,nan
1725,-2.6,500,0,1,0,2,0,nan,4.2e-05,0.734142,nan
1726,-2.55,500,0,1,0,1,0,nan,2.7e-05,0.729043,nan
1727,-2.55,500,0,1,0,1,0,nan,2.9e-05,0.722666,nan
1728,-2.75,500,0,1,0,5,0,nan,0.003879,0.723772,nan
1729,-2.85,500,0,1,0,7,0,nan,0.004206,0.71409,nan
1730,-2.55,500,0,1,0,1,0,nan,0.004364,0.723305,nan
1731,-2.6,500,0,1,0,2,0,nan,0.008307,0.723191,nan
1732,-2.65,500,0,1,0,3,0,nan,0.008211,0.719361,nan
1733,-2.85,500,0,1,0,7,0,nan,0.000191,0.727203,nan
1734,-2.85,500,0,1,0,7,0,nan,0.000319,0.72891,nan
1735,-2.7,500,0,1,0,4,0,nan,0.000231,0.729653,nan
1736,-2.85,500,0,1,0,7,0,nan,0.004306,0.734033,nan
1737,-2.65,500,0,1,0,3,0,nan,0.000279,0.741837,nan
1738,-2.8,500,0,1,0,6,0,nan,0.000138,0.735014,nan
1739,-2.8,500,0,1,0,6,0,nan,0.000265,0.732186,nan
1740,-2.65,500,0,1,0,3,0,nan,0.00988,0.732476,nan
1741,-2.85,500,0,1,0,7,0,nan,0.003866,0.721029,nan
1742,-2.7,500,0,1,0,4,0,nan,0.000128,0.720242,nan
1743,-2.7,500,0,1,0,4,0,nan,0.004734,0.715383,nan
1744,-2.75,500,0,1,0,5,0,nan,0.003672,0.707922,nan
1745,-2.85,500,0,1,0,7,0,nan,0.000226,0.709287,nan
1746,-2.85,500,0,1,0,7,0,nan,0.00024,0.703994,nan
1747,-2.7,500,0,1,0,4,0,nan,0.004709,0.705446,nan
1748,-2.7,500,0,1,0,4,0,nan,0.000193,0.688615,nan
1749,-2.8,500,0,1,0,6,0,nan,0.0119,0.692704,nan
1750,-2.85,500,0,1,0,7,0,nan,0.003373,0.694703,nan
1751,-2.8,500,0,1,0,6,0,nan,0.006697,0.692378,nan
1752,-2.75,500,0,1,0,5,0,nan,0.004205,0.681094,nan
1753,-2.9,500,0,1,0,8,0,nan,0.0001,0.685947,nan
1754,-2.75,500,0,1,0,5,0,nan,0.000153,0.672847,nan
1755,-2.55,500,0,1,0,1,0,nan,0.000139,0.676925,nan
1756,-2.75,500,0,1,0,5,0,nan,0.000168,0.675633,nan
1757,-2.6,500,0,1,0,2,0,nan,0.000187,0.674788,nan
1758,-2.65,500,0,1,0,3,0,nan,0.00014,0.663863,nan
1759,-2.55,500,0,1,0,1,0,nan,0.000223,0.659782,nan
1760,-2.7,500,0,1,0,4,0,nan,0.000222,0.660217,nan
1761,-2.65,500,0,1,0,3,0,nan,0.000339,0.660777,nan
1762,-2.6,500,0,1,0,2,0,nan,0.000186,0.649332,nan
1763,-2.7,500,0,1,0,4,0,nan,0.002993,0.645599,nan
1764,-2.55,500,0,1,0,1,0,nan,0.011074,0.653559,nan
1765,-2.7,500,0,1,0,4,0,nan,0.00017,0.636346,nan
1766,-2.8,500,0,1,0,6,0,nan,0.003897,0.642546,nan
1767,-2.65,500,0,1,0,3,0,nan,0.003744,0.63383,nan
1768,-2.95,500,0,1,0,9,0,nan,0.00011,0.631607,nan
1769,-2.75,500,0,1,0,5,0,nan,0.000151,0.627147,nan
1770,-2.65,500,0,1,0,3,0,nan,0.000132,0.632168,nan
1771,-2.55,500,0,1,0,1,0,nan,0.000136,0.614889,nan
1772,-2.65,500,0,1,0,3,0,nan,0.003577,0.62972,nan
1773,-2.65,500,0,1,0,3,0,nan,0.000132,0.622725,nan
1774,-2.8,500,0,1,0,6,0,nan,0.002717,0.618249,nan
1775,-2.6,500,0,1,0,2,0,nan,0.000192,0.613294,nan
1776,-2.75,500,0,1,0,5,0,nan,0.000108,0.619098,nan
1777,-2.75,500,0,1,0,5,0,nan,0.002687,0.613727,nan
1778,-2.8,500,0,1,0,6,0,nan,0.000302,0.598552,nan
1779,-2.65,500,0,1,0,3,0,nan,0.000152,0.605761,nan
1780,-2.85,500,0,1,0,7,0,nan,9.2e-05,0.597088,nan
1781,-2.65,500,0,1,0,3,0,nan,0.002762,0.587587,nan
1782,-2.75,500,0,1,0,5,0,nan,0.00017,0.591691,nan
1783,-2.7,500,0,1,0,4,0,nan,7e-05,0.596139,nan
1784,-2.65,500,0,1,0,3,0,nan,0.004979,0.592397,nan
1785,-2.9,500,0,1,0,8,0,nan,5e-05,0.586406,nan
1786,-2.95,500,0,1,0,9,0,nan,0.000119,0.583801,nan
1787,-2.65,500,0,1,0,3,0,nan,9.8e-05,0.584904,nan
1788,-2.7,500,0,1,0,4,0,nan,5.7e-05,0.569918,nan
1789,-2.75,500,0,1,0,5,0,nan,0.000213,0.582618,nan
1790,-2.6,500,0,1,0,2,0,nan,0.00248,0.579169,nan
1791,-2.7,500,0,1,0,4,0,nan,8.9e-05,0.575214,nan
1792,-2.6,500,0,1,0,2,0,nan,0.002349,0.567994,nan
1793,-2.6,500,0,1,0,2,0,nan,8.7e-05,0.56296,nan
1794,-2.7,500,0,1,0,4,0,nan,7.1e-05,0.562457,nan
1795,-2.6,500,0,1,0,2,0,nan,0.000196,0.563859,nan
1796,-2.6,500,0,1,0,2,0,nan,0.000196,0.560415,nan
1797,-2.7,500,0,1,0,4,0,nan,0.004955,0.557308,nan
1798,-2.7,500,0,1,0,4,0,nan,0.000196,0.557409,nan
1799,-2.75,500,0,1,0,5,0,nan,0.000128,0.5537,nan
1800,-2.6,500,0,1,0,2,0,nan,0.002255,0.551924,nan
1801,-2.6,500,0,1,0,2,0,nan,0.00658,0.545262,nan
1802,-2.9,500,0,1,0,8,0,nan,0.002902,0.547646,nan
1803,-2.75,500,0,1,0,5,0,nan,4.5e-05,0.544489,nan
1804,-2.65,500,0,1,0,3,0,nan,0.002206,0.543784,nan
1805,-2.7,500,0,1,0,4,0,nan,0.004515,0.5405,nan
1806,-2.6,500,0,1,0,2,0,nan,0.000123,0.540822,nan
1807,-2.65,500,0,1,0,3,0,nan,0.002258,0.535957,nan
1808,-2.6,500,0,1,0,2,0,nan,7.8e-05,0.537138,nan
1809,-2.65,500,0,1,0,3,0,nan,7.2e-05,0.531963,nan
1810,-2.75,500,0,1,0,5,0,nan,0.000135,0.532795,nan
1811,-2.55,500,0,1,0,1,0,nan,7.1e-05,0.526096,nan
1812,-2.65,500,0,1,0,3,0,nan,6.2e-05,0.527187,nan
1813,-2.85,500,0,1,0,7,0,nan,0.000123,0.525019,nan
1814,-2.65,500,0,1,0,3,0,nan,4.6e-05,0.521527,nan
1815,-2.6,500,0,1,0,2,0,nan,0.002067,0.522311,nan
1816,-2.65,500,0,1,0,3,0,nan,6.6e-05,0.517524,nan
1817,-2.6,500,0,1,0,2,0,nan,0.002039,0.516774,nan
1818,-2.6,500,0,1,0,2,0,nan,0.003997,0.514362,nan
1819,-2.6,500,0,1,0,2,0,nan,0.001981,0.51203,nan
1820,-2.6,500,0,1,0,2,0,nan,7e-06,0.50905,nan
1821,-2.65,500,0,1,0,3,0,nan,6e-06,0.504934,nan
1822,-2.65,500,0,1,0,3,0,nan,1.8e-05,0.504662,nan
1823,-2.7,500,0,1,0,4,0,nan,6e-06,0.503323,nan
1824,-4.35,500,0,1,0,37,0,nan,0.001939,0.50011,nan
1825,-4.8,500,0,1,0,46,0,nan,0.001908,0.499905,nan
1826,-4.8,500,0,1,0,46,0,nan,0.001968,0.500501,nan
1827,-4.3,500,0,1,0,36,0,nan,3.4e-05,0.500514,nan
1828,-3.9,500,0,1,0,28,0,nan,0.003806,0.500371,nan
1829,-5.45,500,0,1,0,59,0,nan,0.000105,0.500421,nan
1830,-4.4,500,0,1,0,38,0,nan,0.00014,0.500356,nan
1831,-3.4,500,0,1,0,18,0,nan,7e-06,0.498422,nan
1832,-3.0,500,0,1,0,10,0,nan,9e-06,0.497371,nan
1833,-2.6,500,0,1,0,2,0,nan,4e-06,0.4955,nan
1834,-2.6,500,0,1,0,2,0,nan,0.003715,0.493067,nan
1835,-2.8,500,0,1,0,6,0,nan,3e-06,0.492412,nan
1836,-2.7,500,0,1,0,4,0,nan,0.001858,0.491953,nan
1837,-2.55,500,0,1,0,1,0,nan,1.5e-05,0.49165,nan
1838,-2.6,500,0,1,0,2,0,nan,0.001826,0.490237,nan
1839,-2.55,500,0,1,0,1,0,nan,5e-06,0.489967,nan
1840,-2.55,500,0,1,0,1,0,nan,0.001814,0.486935,nan
1841,-2.55,500,0,1,0,1,0,nan,1e-06,0.487466,nan
1842,-2.6,500,0,1,0,2,0,nan,0.001801,0.484587,nan
1843,-2.55,500,0,1,0,1,0,nan,0.001788,0.484825,nan
1844,-2.55,500,0,1,0,1,0,nan,3e-06,0.483473,nan
1845,-2.65,500,0,1,0,3,0,nan,2e-06,0.483408,nan
1846,-2.6,500,0,1,0,2,0,nan,0.001778,0.481497,nan
1847,-2.6,500,0,1,0,2,0,nan,2e-06,0.482053,nan
1848,-2.55,500,0,1,0,1,0,nan,2e-06,0.481651,nan
1849,-2.55,500,0,1,0,1,0,nan,2e-06,0.478865,nan
1850,-2.6,500,0,1,0,2,0,nan,1e-06,0.478461,nan
1851,-2.55,500,0,1,0,1,0,nan,2e-06,0.477234,nan
1852,-2.6,500,0,1,0,2,0,nan,2e-06,0.475859,nan
1853,-2.55,500,0,1,0,1,0,nan,3e-06,0.476521,nan
1854,-2.6,500,0,1,0,2,0,nan,4e-06,0.47498,nan
1855,-2.6,500,0,1,0,2,0,nan,0.001709,0.473259,nan
1856,-2.55,500,0,1,0,1,0,nan,3e-06,0.472727,nan
1857,-2.55,500,0,1,0,1,0,nan,2e-06,0.472974,nan
1858,-2.65,500,0,1,0,3,0,nan,4e-06,0.471993,nan
1859,-2.55,500,0,1,0,1,0,nan,1.7e-05,0.47052,nan
1860,-2.65,500,0,1,0,3,0,nan,2e-06,0.471978,nan
1861,-2.65,500,0,1,0,3,0,nan,3e-06,0.469439,nan
1862,-2.65,500,0,1,0,3,0,nan,3e-06,0.468191,nan
1863,-2.7,500,0,1,0,4,0,nan,2e-06,0.468141,nan
1864,-2.55,500,0,1,0,1,0,nan,1e-06,0.467407,nan
1865,-2.55,500,0,1,0,1,0,nan,3e-06,0.466729,nan
1866,-2.6,500,0,1,0,2,0,nan,5e-06,0.465564,nan
1867,-2.55,500,0,1,0,1,0,nan,1e-06,0.464534,nan
1868,-2.7,500,0,1,0,4,0,nan,3e-06,0.464086,nan
1869,-2.75,500,0,1,0,5,0,nan,5e-06,0.462261,nan
1870,-2.7,500,0,1,0,4,0,nan,4e-06,0.461554,nan
1871,-2.65,500,0,1,0,3,0,nan,2e-06,0.461223,nan
1872,-2.8,500,0,1,0,6,0,nan,0.001614,0.460561,nan
1873,-2.55,500,0,1,0,1,0,nan,5e-06,0.458743,nan
1874,-2.6,500,0,1,0,2,0,nan,0.001603,0.460242,nan
1875,-2.55,500,0,1,0,1,0,nan,2e-06,0.458589,nan
1876,-2.55,500,0,1,0,1,0,nan,0.001592,0.456906,nan
1877,-2.55,500,0,1,0,1,0,nan,0.003184,0.457209,nan
1878,-2.55,500,0,1,0,1,0,nan,0.001584,0.456968,nan
1879,-2.65,500,0,1,0,3,0,nan,0.00158,0.45568,nan
1880,-2.55,500,0,1,0,1,0,nan,0.001576,0.4554,nan
1881,-2.55,500,0,1,0,1,0,nan,3e-06,0.453502,nan
1882,-2.55,500,0,1,0,1,0,nan,4e-06,0.454482,nan
1883,-2.55,500,0,1,0,1,0,nan,0.003124,0.453252,nan
1884,-2.55,500,0,1,0,1,0,nan,0.00156,0.451234,nan
1885,-2.55,500,0,1,0,1,0,nan,6e-06,0.450521,nan
1886,-2.55,500,0,1,0,1,0,nan,1e-06,0.451064,nan
1887,-2.55,500,0,1,0,1,0,nan,6e-06,0.449139,nan
1888,-2.55,500,0,1,0,1,0,nan,0.0,0.45176,nan
1889,-2.55,500,0,1,0,1,0,nan,0.006135,0.449975,nan
1890,-2.6,500,0,1,0,2,0,nan,0.00153,0.449053,nan
1891,-2.6,500,0,1,0,2,0,nan,0.003058,0.447765,nan
1892,-2.55,500,0,1,0,1,0,nan,0.001525,0.448196,nan
1893,-2.55,500,0,1,0,1,0,nan,3e-06,0.446867,nan
1894,-2.55,500,0,1,0,1,0,nan,0.001517,0.445162,nan
1895,-2.55,500,0,1,0,1,0,nan,0.001514,0.446635,nan
1896,-2.55,500,0,1,0,1,0,nan,2e-06,0.445849,nan
1897,-2.55,500,0,1,0,1,0,nan,2e-06,0.444668,nan
1898,-2.55,500,0,1,0,1,0,nan,0.0,0.444459,nan
1899,-2.55,500,0,1,0,1,0,nan,2e-06,0.444303,nan
1900,-2.6,500,0,1,0,2,0,nan,3e-06,0.443461,nan
1901,-2.55,500,0,1,0,1,0,nan,0.001495,0.442978,nan
1902,-2.55,500,0,1,0,1,0,nan,0.001493,0.443336,nan
1903,-2.55,500,0,1,0,1,0,nan,0.0,0.443318,nan
1904,-2.55,500,0,1,0,1,0,nan,1e-06,0.442852,nan
1905,-2.55,500,0,1,0,1,0,nan,0.0,0.442197,nan
1906,-2.55,500,0,1,0,1,0,nan,0.001479,0.440596,nan
1907,-2.55,500,0,1,0,1,0,nan,4e-06,0.440537,nan
1908,-2.6,500,0,1,0,2,0,nan,2e-06,0.440293,nan
1909,-2.55,500,0,1,0,1,0,nan,1e-06,0.439887,nan
1910,-2.55,500,0,1,0,1,0,nan,0.001468,0.439221,nan
1911,-2.6,500,0,1,0,2,0,nan,3e-06,0.439245,nan
1912,-2.55,500,0,1,0,1,0,nan,1e-06,0.438535,nan
1913,-2.6,500,0,1,0,2,0,nan,0.00147,0.439244,nan
1914,-2.6,500,0,1,0,2,0,nan,6e-06,0.438033,nan
1915,-2.55,500,0,1,0,1,0,nan,0.001457,0.438583,nan
1916,-2.65,500,0,1,0,3,0,nan,0.001453,0.43709,nan
1917,-2.55,500,0,1,0,1,0,nan,1e-06,0.437159,nan
1918,-2.55,500,0,1,0,1,0,nan,0.001448,0.43756,nan
1919,-2.55,500,0,1,0,1,0,nan,0.001446,0.436543,nan
1920,-2.55,500,0,1,0,1,0,nan,0.001446,0.436462,nan
1921,-2.6,500,0,1,0,2,0,nan,6e-06,0.434729,nan
1922,-2.6,500,0,1,0,2,0,nan,0.001443,0.434673,nan
1923,-2.55,500,0,1,0,1,0,nan,0.001437,0.434016,nan
1924,-2.6,500,0,1,0,2,0,nan,3e-06,0.434084,nan
1925,-2.55,500,0,1,0,1,0,nan,2e-06,0.434698,nan
1926,-2.55,500,0,1,0,1,0,nan,2e-06,0.435106,nan
1927,-2.55,500,0,1,0,1,0,nan,6e-06,0.432702,nan
1928,-2.55,500,0,1,0,1,0,nan,3e-06,0.433097,nan
1929,-2.55,500,0,1,0,1,0,nan,0.0,0.434511,nan
1930,-2.6,500,0,1,0,2,0,nan,0.001428,0.432954,nan
1931,-2.6,500,0,1,0,2,0,nan,0.001426,0.433297,nan
1932,-2.55,500,0,1,0,1,0,nan,4e-06,0.432569,nan
1933,-2.55,500,0,1,0,1,0,nan,1e-06,0.432441,nan
1934,-2.6,500,0,1,0,2,0,nan,2e-06,0.431469,nan
1935,-2.55,500,0,1,0,1,0,nan,0.00142,0.43265,nan
1936,-2.55,500,0,1,0,1,0,nan,2e-06,0.431226,nan
1937,-2.6,500,0,1,0,2,0,nan,4e-06,0.430674,nan
1938,-2.55,500,0,1,0,1,0,nan,0.001412,0.430549,nan
1939,-2.55,500,0,1,0,1,0,nan,0.00141,0.430035,nan
1940,-2.55,500,0,1,0,1,0,nan,1e-06,0.430547,nan
1941,-2.6,500,0,1,0,2,0,nan,1e-06,0.43049,nan
1942,-2.6,500,0,1,0,2,0,nan,0.001404,0.429502,nan
1943,-2.55,500,0,1,0,1,0,nan,0.001404,0.429179,nan
