episode,total_reward,steps,success,licked_left,licked_right,n_licks,n_successes,intra_trial_duration,critic_loss,actor_loss,alpha
782,-2.8,500,0,0,0,6,0,nan,1.3e-05,0.472223,nan
783,-2.6,500,0,0,0,2,0,nan,0.00174,0.468964,nan
784,-3.05,500,0,0,0,11,0,nan,1.5e-05,0.471135,nan
785,-2.65,500,0,0,0,3,0,nan,0.001685,0.467396,nan
786,-2.65,500,0,0,0,3,0,nan,0.001705,0.467459,nan
787,-2.55,500,0,0,0,1,0,nan,6e-06,0.468977,nan
788,-2.7,500,0,0,0,4,0,nan,0.001716,0.467884,nan
789,-2.6,500,0,0,0,2,0,nan,0.001698,0.463471,nan
790,-2.7,500,0,0,0,4,0,nan,3.7e-05,0.466964,nan
791,-2.9,500,0,0,0,8,0,nan,1.5e-05,0.463787,nan
792,-2.85,500,0,0,0,7,0,nan,0.001675,0.469733,nan
793,-3.25,500,0,0,0,15,0,nan,1.3e-05,0.461667,nan
794,-3.3,500,0,0,0,16,0,nan,2.6e-05,0.464074,nan
795,-3.4,500,0,0,0,18,0,nan,9e-06,0.465093,nan
796,-2.65,500,0,0,0,3,0,nan,0.003272,0.460319,nan
797,-3.25,500,0,0,0,15,0,nan,1.7e-05,0.457885,nan
798,-3.0,500,0,0,0,10,0,nan,0.001646,0.457591,nan
799,-3.15,500,0,0,0,13,0,nan,1e-05,0.457545,nan
800,-3.0,500,0,0,0,10,0,nan,1e-05,0.454585,nan
801,-2.85,500,0,0,0,7,0,nan,3.6e-05,0.456587,nan
802,-2.75,500,0,0,0,5,0,nan,0.001619,0.45265,nan
803,-3.1,500,0,0,0,12,0,nan,8.8e-05,0.456317,nan
804,-3.35,500,0,0,0,17,0,nan,0.001611,0.45336,nan
805,-3.15,500,0,0,0,13,0,nan,3.9e-05,0.450818,nan
806,-3.1,500,0,0,0,12,0,nan,5e-06,0.45476,nan
807,-3.1,500,0,0,0,12,0,nan,0.001661,0.451999,nan
808,-2.8,500,0,0,0,6,0,nan,0.001609,0.452838,nan
809,-3.35,500,0,0,0,17,0,nan,2.7e-05,0.453436,nan
810,-2.9,500,0,0,0,8,0,nan,5e-05,0.455407,nan
811,-3.0,500,0,0,0,10,0,nan,0.001647,0.457433,nan
812,-2.95,500,0,0,0,9,0,nan,0.001629,0.45181,nan
813,-2.7,500,0,0,0,4,0,nan,0.001575,0.452037,nan
814,-2.5,500,0,0,0,0,0,nan,4e-06,0.450236,nan
815,-2.5,500,0,0,0,0,0,nan,0.001598,0.456605,nan
816,-2.5,500,0,0,0,0,0,nan,1e-05,0.452688,nan
817,-2.7,500,0,0,0,4,0,nan,5e-06,0.453115,nan
818,-3.0,500,0,0,0,10,0,nan,1.6e-05,0.45117,nan
819,-3.35,500,0,0,0,17,0,nan,4.6e-05,0.452083,nan
820,-2.5,500,0,0,0,0,0,nan,3.2e-05,0.446353,nan
821,-2.6,500,0,0,0,2,0,nan,5e-06,0.451986,nan
822,-2.5,500,0,0,0,0,0,nan,8e-06,0.447408,nan
823,-2.7,500,0,0,0,4,0,nan,1.4e-05,0.446409,nan
824,-3.65,500,0,0,0,23,0,nan,1.4e-05,0.450565,nan
825,-3.05,500,0,0,0,11,0,nan,0.001549,0.446472,nan
826,-2.5,500,0,0,0,0,0,nan,1.1e-05,0.452579,nan
827,-2.5,500,0,0,0,0,0,nan,5e-06,0.447243,nan
828,-2.5,500,0,0,0,0,0,nan,0.001553,0.448649,nan
829,-2.65,500,0,0,0,3,0,nan,6e-06,0.449994,nan
830,-2.85,500,0,0,0,7,0,nan,9e-06,0.451605,nan
831,-2.5,500,0,0,0,0,0,nan,0.001558,0.445644,nan
832,-2.65,500,0,0,0,3,0,nan,0.001552,0.446364,nan
833,-2.55,500,0,0,0,1,0,nan,0.001532,0.448593,nan
834,-2.55,500,0,0,0,1,0,nan,9e-06,0.448269,nan
835,-2.55,500,0,0,0,1,0,nan,1.1e-05,0.450619,nan
836,-2.55,500,0,0,0,1,0,nan,0.001554,0.44601,nan
837,-2.65,500,0,0,0,3,0,nan,1e-05,0.450832,nan
838,-2.5,500,0,0,0,0,0,nan,9e-06,0.449314,nan
839,-2.65,500,0,0,0,3,0,nan,0.001535,0.446889,nan
840,-2.55,500,0,0,0,1,0,nan,6e-06,0.449084,nan
841,-2.55,500,0,0,0,1,0,nan,7e-06,0.44521,nan
842,-2.5,500,0,0,0,0,0,nan,0.003048,0.444614,nan
843,-2.65,500,0,0,0,3,0,nan,4e-06,0.446397,nan
844,-2.65,500,0,0,0,3,0,nan,0.001527,0.44614,nan
845,-2.6,500,0,0,0,2,0,nan,3e-06,0.445922,nan
846,-2.55,500,0,0,0,1,0,nan,0.001485,0.445684,nan
847,-2.6,500,0,0,0,2,0,nan,1.1e-05,0.445649,nan
848,-2.65,500,0,0,0,3,0,nan,0.00152,0.444819,nan
849,-2.5,500,0,0,0,0,0,nan,9e-06,0.443193,nan
850,-2.5,500,0,0,0,0,0,nan,0.001524,0.444444,nan
851,-2.5,500,0,0,0,0,0,nan,9e-06,0.443921,nan
852,-2.6,500,0,0,0,2,0,nan,0.001515,0.443725,nan
853,-2.55,500,0,0,0,1,0,nan,1.6e-05,0.44099,nan
854,-2.5,500,0,0,0,0,0,nan,1e-05,0.440979,nan
855,-2.5,500,0,0,0,0,0,nan,0.001512,0.4434,nan
856,-2.5,500,0,0,0,0,0,nan,3e-06,0.444343,nan
857,-2.5,500,0,0,0,0,0,nan,0.002992,0.440618,nan
858,-2.5,500,0,0,0,0,0,nan,0.001493,0.440084,nan
859,-2.55,500,0,0,0,1,0,nan,1.2e-05,0.438812,nan
860,-2.65,500,0,0,0,3,0,nan,3e-06,0.441073,nan
861,-2.5,500,0,0,0,0,0,nan,0.001498,0.44273,nan
862,-2.6,500,0,0,0,2,0,nan,4.5e-05,0.434855,nan
863,-2.5,500,0,0,0,0,0,nan,3e-06,0.439844,nan
864,-2.5,500,0,0,0,0,0,nan,0.001486,0.440467,nan
865,-2.55,500,0,0,0,1,0,nan,5e-06,0.438675,nan
866,-2.55,500,0,0,0,1,0,nan,0.001482,0.437046,nan
867,-2.5,500,0,0,0,0,0,nan,3e-06,0.437877,nan
868,-2.5,500,0,0,0,0,0,nan,6e-06,0.440548,nan
869,-2.5,500,0,0,0,0,0,nan,7e-06,0.438042,nan
870,-2.5,500,0,0,0,0,0,nan,0.001483,0.437993,nan
871,-2.5,500,0,0,0,0,0,nan,0.001471,0.436409,nan
872,-2.5,500,0,0,0,0,0,nan,3e-06,0.438244,nan
873,-2.55,500,0,0,0,1,0,nan,7e-06,0.438338,nan
874,-2.55,500,0,0,0,1,0,nan,9e-06,0.43788,nan
875,-2.5,500,0,0,0,0,0,nan,2e-06,0.435661,nan
876,-2.55,500,0,0,0,1,0,nan,2e-06,0.437421,nan
877,-2.65,500,0,0,0,3,0,nan,2e-06,0.437434,nan
878,-2.6,500,0,0,0,2,0,nan,4e-06,0.43433,nan
879,-2.75,500,0,0,0,5,0,nan,6e-06,0.435928,nan
880,-2.5,500,0,0,0,0,0,nan,7e-06,0.435687,nan
881,-2.55,500,0,0,0,1,0,nan,0.001419,0.43479,nan
882,-2.55,500,0,0,0,1,0,nan,0.001453,0.432909,nan
883,-2.7,500,0,0,0,4,0,nan,4e-06,0.433491,nan
884,-2.5,500,0,0,0,0,0,nan,6e-06,0.433123,nan
885,-2.6,500,0,0,0,2,0,nan,0.00288,0.431326,nan
886,-2.5,500,0,0,0,0,0,nan,4e-06,0.434535,nan
887,-2.5,500,0,0,0,0,0,nan,4e-06,0.432213,nan
888,-2.6,500,0,0,0,2,0,nan,0.001451,0.431685,nan
889,-2.55,500,0,0,0,1,0,nan,0.001438,0.43207,nan
890,-2.5,500,0,0,0,0,0,nan,3e-06,0.434326,nan
891,-2.7,500,0,0,0,4,0,nan,6e-06,0.432316,nan
892,-2.6,500,0,0,0,2,0,nan,0.001434,0.430965,nan
893,-2.7,500,0,0,0,4,0,nan,0.001428,0.430307,nan
894,-2.55,500,0,0,0,1,0,nan,8e-06,0.432556,nan
895,-2.55,500,0,0,0,1,0,nan,2e-06,0.431934,nan
896,-2.6,500,0,0,0,2,0,nan,5e-06,0.429898,nan
897,-2.65,500,0,0,0,3,0,nan,1.2e-05,0.430369,nan
898,-2.7,500,0,0,0,4,0,nan,2e-06,0.431453,nan
899,-2.55,500,0,0,0,1,0,nan,0.001429,0.430665,nan
900,-2.55,500,0,0,0,1,0,nan,8e-06,0.428383,nan
901,-2.7,500,0,0,0,4,0,nan,2e-06,0.431045,nan
902,-2.55,500,0,0,0,1,0,nan,0.001422,0.429854,nan
903,-2.6,500,0,0,0,2,0,nan,8e-06,0.432362,nan
904,-2.5,500,0,0,0,0,0,nan,0.002826,0.427747,nan
905,-2.6,500,0,0,0,2,0,nan,4e-06,0.430079,nan
906,-2.5,500,0,0,0,0,0,nan,2e-06,0.429799,nan
907,-2.55,500,0,0,0,1,0,nan,4e-06,0.42917,nan
908,-3.95,500,0,0,0,29,0,nan,1e-06,0.430588,nan
909,-3.9,500,0,0,0,28,0,nan,0.001419,0.430008,nan
910,-5.7,500,0,0,0,64,0,nan,8.4e-05,0.432225,nan
911,-6.4,500,0,0,0,78,0,nan,2.4e-05,0.434041,nan
912,-5.8,500,0,0,0,66,0,nan,9.2e-05,0.436963,nan
913,-6.1,500,0,0,0,72,0,nan,0.003056,0.439622,nan
914,-2.7,500,0,0,0,4,0,nan,0.002929,0.437238,nan
915,-2.55,500,0,0,0,1,0,nan,4e-06,0.435361,nan
916,-2.85,500,0,0,0,7,0,nan,4e-06,0.43561,nan
917,-2.65,500,0,0,0,3,0,nan,4.5e-05,0.435556,nan
918,-3.0,500,0,0,0,10,0,nan,2e-06,0.437118,nan
919,-2.85,500,0,0,0,7,0,nan,3.8e-05,0.435663,nan
920,-2.9,500,0,0,0,8,0,nan,2.6e-05,0.438309,nan
921,-2.95,500,0,0,0,9,0,nan,7e-06,0.434623,nan
922,-2.85,500,0,0,0,7,0,nan,1e-05,0.435213,nan
923,-2.7,500,0,0,0,4,0,nan,0.001451,0.434971,nan
924,-2.65,500,0,0,0,3,0,nan,0.002909,0.435989,nan
925,-2.65,500,0,0,0,3,0,nan,0.001449,0.433883,nan
926,-2.55,500,0,0,0,1,0,nan,0.004351,0.435518,nan
927,-2.7,500,0,0,0,4,0,nan,2e-06,0.434888,nan
928,-2.65,500,0,0,0,3,0,nan,2e-06,0.43623,nan
929,-2.55,500,0,0,0,1,0,nan,2e-06,0.43469,nan
930,-2.55,500,0,0,0,1,0,nan,2e-06,0.433798,nan
931,-2.5,500,0,0,0,0,0,nan,4e-06,0.435057,nan
932,-2.6,500,0,0,0,2,0,nan,3e-06,0.435271,nan
933,-2.55,500,0,0,0,1,0,nan,0.001443,0.433304,nan
934,-2.65,500,0,0,0,3,0,nan,5e-06,0.433041,nan
935,-2.5,500,0,0,0,0,0,nan,4e-06,0.434674,nan
936,-2.55,500,0,0,0,1,0,nan,0.002877,0.433773,nan
937,-2.65,500,0,0,0,3,0,nan,5e-06,0.432875,nan
938,-2.55,500,0,0,0,1,0,nan,2e-06,0.433383,nan
939,-2.6,500,0,0,0,2,0,nan,6e-06,0.431858,nan
940,-2.6,500,0,0,0,2,0,nan,0.002868,0.431377,nan
941,-2.55,500,0,0,0,1,0,nan,0.001446,0.433651,nan
942,-2.65,500,0,0,0,3,0,nan,1e-06,0.434047,nan
943,-2.6,500,0,0,0,2,0,nan,0.001436,0.4331,nan
944,-2.5,500,0,0,0,0,0,nan,2e-06,0.433254,nan
945,-2.5,500,0,0,0,0,0,nan,2e-06,0.433977,nan
946,-2.65,500,0,0,0,3,0,nan,1e-06,0.433799,nan
947,-2.7,500,0,0,0,4,0,nan,0.00287,0.433373,nan
948,-2.55,500,0,0,0,1,0,nan,2e-06,0.433455,nan
949,-2.75,500,0,0,0,5,0,nan,0.001435,0.432254,nan
950,-2.7,500,0,0,0,4,0,nan,1e-06,0.432519,nan
951,-2.65,500,0,0,0,3,0,nan,1e-06,0.433452,nan
952,-2.55,500,0,0,0,1,0,nan,0.001434,0.432457,nan
953,-2.55,500,0,0,0,1,0,nan,0.001429,0.432284,nan
954,-2.7,500,0,0,0,4,0,nan,0.001433,0.431801,nan
955,-2.5,500,0,0,0,0,0,nan,6e-06,0.431197,nan
956,-2.55,500,0,0,0,1,0,nan,3e-06,0.431583,nan
957,-2.65,500,0,0,0,3,0,nan,4e-06,0.431259,nan
958,-2.55,500,0,0,0,1,0,nan,0.001429,0.432154,nan
959,-2.55,500,0,0,0,1,0,nan,1e-06,0.431401,nan
960,-2.6,500,0,0,0,2,0,nan,5e-06,0.431284,nan
961,-2.6,500,0,0,0,2,0,nan,3e-06,0.430796,nan
962,-2.75,500,0,0,0,5,0,nan,3e-06,0.430851,nan
963,-2.9,500,0,0,0,8,0,nan,8e-06,0.430252,nan
964,-2.8,500,0,0,0,6,0,nan,0.00142,0.430638,nan
965,-2.7,500,0,0,0,4,0,nan,4e-06,0.430308,nan
966,-2.7,500,0,0,0,4,0,nan,4e-06,0.429632,nan
967,-2.75,500,0,0,0,5,0,nan,6e-06,0.430241,nan
968,-2.6,500,0,0,0,2,0,nan,0.001415,0.430313,nan
969,-2.7,500,0,0,0,4,0,nan,9e-06,0.429521,nan
970,-2.6,500,0,0,0,2,0,nan,0.001414,0.429859,nan
971,-2.55,500,0,0,0,1,0,nan,0.001442,0.430122,nan
972,-2.55,500,0,0,0,1,0,nan,0.004232,0.430681,nan
973,-2.85,500,0,0,0,7,0,nan,0.001431,0.429905,nan
974,-2.7,500,0,0,0,4,0,nan,1e-06,0.429903,nan
975,-2.85,500,0,0,0,7,0,nan,3e-06,0.429611,nan
976,-2.65,500,0,0,0,3,0,nan,3e-06,0.430269,nan
977,-2.6,500,0,0,0,2,0,nan,2.5e-05,0.430748,nan
978,-2.7,500,0,0,0,4,0,nan,0.001413,0.429313,nan
979,-2.65,500,0,0,0,3,0,nan,0.001423,0.431234,nan
980,-2.6,500,0,0,0,2,0,nan,0.001421,0.431132,nan
981,-2.65,500,0,0,0,3,0,nan,2.4e-05,0.43121,nan
982,-2.7,500,0,0,0,4,0,nan,2.3e-05,0.430763,nan
983,-2.7,500,0,0,0,4,0,nan,0.001421,0.431055,nan
984,-2.75,500,0,0,0,5,0,nan,0.001418,0.430752,nan
985,-2.6,500,0,0,0,2,0,nan,2.9e-05,0.431603,nan
986,-2.7,500,0,0,0,4,0,nan,5e-06,0.430532,nan
987,-2.55,500,0,0,0,1,0,nan,4.3e-05,0.430997,nan
988,-2.55,500,0,0,0,1,0,nan,2e-06,0.431835,nan
989,-2.75,500,0,0,0,5,0,nan,0.001447,0.431605,nan
990,-2.65,500,0,0,0,3,0,nan,0.00147,0.432362,nan
991,-2.8,500,0,0,0,6,0,nan,0.000112,0.425254,nan
992,-2.95,500,0,0,0,9,0,nan,0.000326,0.42986,nan
993,-2.55,500,0,0,0,1,0,nan,0.000355,0.43946,nan
994,-2.6,500,0,0,0,2,0,nan,0.002043,0.443433,nan
995,-2.85,500,0,0,0,7,0,nan,0.001994,0.436144,nan
996,-2.95,500,0,0,0,9,0,nan,0.000454,0.449948,nan
997,-3.15,500,0,0,0,13,0,nan,0.000636,0.455722,nan
998,-3.4,500,0,0,0,18,0,nan,0.000634,0.451532,nan
999,-3.05,500,0,0,0,11,0,nan,0.00269,0.464088,nan
1000,-2.75,500,0,0,0,5,0,nan,0.003033,0.465494,nan
1001,-3.4,500,0,0,0,18,0,nan,0.00046,0.463895,nan
1002,-3.25,500,0,0,0,15,0,nan,0.003763,0.454858,nan
1003,-3.9,500,0,0,0,28,0,nan,0.000401,0.454968,nan
1004,-4.5,500,0,0,0,40,0,nan,0.000479,0.454761,nan
1005,-3.35,500,0,0,0,17,0,nan,0.000256,0.451489,nan
1006,-2.5,500,0,0,0,0,0,nan,0.001555,0.448842,nan
1007,-2.5,500,0,0,0,0,0,nan,0.00154,0.446842,nan
1008,-2.55,500,0,0,0,1,0,nan,8e-06,0.444865,nan
1009,-2.5,500,0,0,0,0,0,nan,0.001481,0.441666,nan
1010,-2.5,500,0,0,0,0,0,nan,0.002979,0.441022,nan
1011,-2.5,500,0,0,0,0,0,nan,0.002907,0.436817,nan
1012,-2.5,500,0,0,0,0,0,nan,0.003334,0.435257,nan
1013,-2.5,500,0,0,0,0,0,nan,0.001452,0.436002,nan
1014,-2.5,500,0,0,0,0,0,nan,7e-06,0.433931,nan
1015,-2.5,500,0,0,0,0,0,nan,5e-06,0.43446,nan
1016,-2.5,500,0,0,0,0,0,nan,0.001453,0.43407,nan
1017,-2.5,500,0,0,0,0,0,nan,5e-06,0.43284,nan
1018,-2.5,500,0,0,0,0,0,nan,3e-06,0.433369,nan
1019,-2.5,500,0,0,0,0,0,nan,0.002871,0.432896,nan
1020,-2.55,500,0,0,0,1,0,nan,0.001432,0.431517,nan
1021,-2.5,500,0,0,0,0,0,nan,6e-06,0.431222,nan
1022,-2.5,500,0,0,0,0,0,nan,0.00283,0.43152,nan
1023,-2.5,500,0,0,0,0,0,nan,0.001419,0.429904,nan
1024,-2.5,500,0,0,0,0,0,nan,0.00282,0.429339,nan
1025,-2.6,500,0,0,0,2,0,nan,5e-06,0.428933,nan
1026,-2.5,500,0,0,0,0,0,nan,0.001411,0.429686,nan
1027,-2.5,500,0,0,0,0,0,nan,3e-06,0.430186,nan
1028,-2.5,500,0,0,0,0,0,nan,0.001399,0.427686,nan
1029,-2.55,500,0,0,0,1,0,nan,6e-06,0.428378,nan
1030,-2.5,500,0,0,0,0,0,nan,3e-06,0.428928,nan
1031,-2.6,500,0,0,0,2,0,nan,0.001403,0.428322,nan
1032,-2.7,500,0,0,0,4,0,nan,1.1e-05,0.427321,nan
1033,-2.6,500,0,0,0,2,0,nan,0.00141,0.427008,nan
1034,-2.6,500,0,0,0,2,0,nan,4e-06,0.429865,nan
1035,-2.7,500,0,0,0,4,0,nan,3e-06,0.428983,nan
1036,-2.5,500,0,0,0,0,0,nan,0.001406,0.428785,nan
1037,-2.5,500,0,0,0,0,0,nan,7e-06,0.428591,nan
1038,-2.5,500,0,0,0,0,0,nan,0.001403,0.428123,nan
1039,-2.5,500,0,0,0,0,0,nan,0.001406,0.428679,nan
1040,-2.5,500,0,0,0,0,0,nan,0.001411,0.429178,nan
1041,-2.5,500,0,0,0,0,0,nan,4e-06,0.428417,nan
1042,-2.5,500,0,0,0,0,0,nan,3e-06,0.428405,nan
1043,-2.5,500,0,0,0,0,0,nan,2e-06,0.42876,nan
1044,-2.55,500,0,0,0,1,0,nan,0.0028,0.427796,nan
1045,-2.5,500,0,0,0,0,0,nan,9e-06,0.427487,nan
1046,-2.5,500,0,0,0,0,0,nan,0.001397,0.428026,nan
1047,-2.5,500,0,0,0,0,0,nan,0.00141,0.42789,nan
1048,-2.5,500,0,0,0,0,0,nan,2e-06,0.428196,nan
1049,-2.6,500,0,0,0,2,0,nan,9e-06,0.428527,nan
1050,-2.55,500,0,0,0,1,0,nan,0.00279,0.427672,nan
1051,-2.55,500,0,0,0,1,0,nan,3e-06,0.427911,nan
1052,-2.5,500,0,0,0,0,0,nan,2e-06,0.427922,nan
1053,-2.5,500,0,0,0,0,0,nan,2e-06,0.428114,nan
1054,-2.5,500,0,0,0,0,0,nan,0.001391,0.427767,nan
1055,-2.5,500,0,0,0,0,0,nan,3e-06,0.428423,nan
1056,-2.5,500,0,0,0,0,0,nan,0.001394,0.427772,nan
1057,-2.5,500,0,0,0,0,0,nan,3e-06,0.428272,nan
1058,-2.5,500,0,0,0,0,0,nan,1e-06,0.428709,nan
1059,-2.5,500,0,0,0,0,0,nan,5e-06,0.427688,nan
1060,-2.5,500,0,0,0,0,0,nan,7e-06,0.428929,nan
1061,-2.55,500,0,0,0,1,0,nan,0.002803,0.428273,nan
1062,-2.5,500,0,0,0,0,0,nan,7e-06,0.427014,nan
1063,-2.5,500,0,0,0,0,0,nan,1e-06,0.428116,nan
1064,-2.5,500,0,0,0,0,0,nan,3e-06,0.42815,nan
1065,-2.5,500,0,0,0,0,0,nan,2e-06,0.428219,nan
1066,-2.5,500,0,0,0,0,0,nan,4e-06,0.427905,nan
1067,-2.55,500,0,0,0,1,0,nan,1e-06,0.42836,nan
1068,-2.5,500,0,0,0,0,0,nan,0.0,0.428358,nan
1069,-2.5,500,0,0,0,0,0,nan,5e-06,0.427077,nan
1070,-2.5,500,0,0,0,0,0,nan,2e-06,0.427692,nan
1071,-2.55,500,0,0,0,1,0,nan,4e-06,0.427163,nan
1072,-2.5,500,0,0,0,0,0,nan,1e-06,0.427828,nan
1073,-2.5,500,0,0,0,0,0,nan,2e-06,0.427481,nan
1074,-2.5,500,0,0,0,0,0,nan,1e-06,0.428206,nan
1075,-2.5,500,0,0,0,0,0,nan,0.001398,0.427044,nan
1076,-2.5,500,0,0,0,0,0,nan,0.001399,0.427843,nan
1077,-2.5,500,0,0,0,0,0,nan,5e-06,0.426916,nan
1078,-2.5,500,0,0,0,0,0,nan,0.001382,0.427974,nan
1079,-2.5,500,0,0,0,0,0,nan,0.001393,0.426895,nan
1080,-2.55,500,0,0,0,1,0,nan,4e-06,0.426925,nan
1081,-2.55,500,0,0,0,1,0,nan,1e-06,0.427509,nan
1082,-2.55,500,0,0,0,1,0,nan,0.002779,0.426978,nan
1083,-2.5,500,0,0,0,0,0,nan,4e-06,0.426195,nan
1084,-2.5,500,0,0,0,0,0,nan,0.001389,0.426141,nan
1085,-2.5,500,0,0,0,0,0,nan,3e-06,0.426012,nan
1086,-2.5,500,0,0,0,0,0,nan,0.0,0.427205,nan
1087,-2.5,500,0,0,0,0,0,nan,3e-06,0.426399,nan
1088,-2.5,500,0,0,0,0,0,nan,0.001389,0.42646,nan
1089,-2.5,500,0,0,0,0,0,nan,2e-06,0.426302,nan
1090,-2.5,500,0,0,0,0,0,nan,2e-06,0.4257,nan
1091,-2.5,500,0,0,0,0,0,nan,0.001367,0.425996,nan
1092,-2.65,500,0,1,0,3,0,nan,0.002771,0.425252,nan
1093,-2.5,500,0,0,0,0,0,nan,2e-06,0.425312,nan
1094,-2.5,500,0,0,0,0,0,nan,0.001385,0.425725,nan
1095,-2.5,500,0,0,0,0,0,nan,0.001383,0.425137,nan
1096,-2.5,500,0,0,0,0,0,nan,0.001381,0.424724,nan
1097,-2.5,500,0,0,0,0,0,nan,0.001385,0.425345,nan
1098,-2.5,500,0,0,0,0,0,nan,1e-06,0.425688,nan
1099,-2.5,500,0,0,0,0,0,nan,0.001333,0.424851,nan
1100,-2.5,500,0,0,0,0,0,nan,2e-06,0.424885,nan
1101,-2.5,500,0,0,0,0,0,nan,3e-06,0.424788,nan
1102,-2.5,500,0,0,0,0,0,nan,2e-06,0.424592,nan
1103,-2.5,500,0,0,0,0,0,nan,2e-06,0.42484,nan
1104,-2.5,500,0,0,0,0,0,nan,2e-06,0.424594,nan
1105,-2.5,500,0,0,0,0,0,nan,0.001377,0.424461,nan
1106,-2.5,500,0,0,0,0,0,nan,0.001376,0.424145,nan
1107,-2.5,500,0,0,0,0,0,nan,2e-06,0.424557,nan
1108,-2.55,500,0,0,0,1,0,nan,0.001379,0.424064,nan
1109,-2.5,500,0,0,0,0,0,nan,0.001379,0.425002,nan
1110,-2.5,500,0,0,0,0,0,nan,1e-06,0.424681,nan
1111,-2.55,500,0,0,0,1,0,nan,2e-06,0.424217,nan
1112,-2.5,500,0,0,0,0,0,nan,2e-06,0.42436,nan
1113,-2.5,500,0,0,0,0,0,nan,2e-06,0.4239,nan
1114,-2.5,500,0,0,0,0,0,nan,0.001375,0.424235,nan
1115,-2.55,500,0,0,0,1,0,nan,2e-06,0.424098,nan
1116,-2.5,500,0,0,0,0,0,nan,0.001378,0.424032,nan
1117,-2.5,500,0,0,0,0,0,nan,0.001374,0.424081,nan
1118,-2.55,500,0,1,0,1,0,nan,1e-06,0.424753,nan
1119,-2.5,500,0,0,0,0,0,nan,0.002714,0.424243,nan
1120,-2.5,500,0,0,0,0,0,nan,3e-06,0.423703,nan
1121,-2.5,500,0,0,0,0,0,nan,0.00137,0.423339,nan
1122,-2.5,500,0,0,0,0,0,nan,2e-06,0.423754,nan
1123,-2.55,500,0,1,0,1,0,nan,0.001371,0.422775,nan
1124,-2.5,500,0,0,0,0,0,nan,0.001372,0.423716,nan
1125,-2.6,500,0,1,0,2,0,nan,1e-06,0.423903,nan
1126,-2.5,500,0,0,0,0,0,nan,2e-06,0.423454,nan
1127,-2.55,500,0,1,0,1,0,nan,1e-06,0.423937,nan
1128,-2.5,500,0,0,0,0,0,nan,4e-06,0.423333,nan
1129,-2.5,500,0,0,0,0,0,nan,0.001371,0.42364,nan
1130,-2.5,500,0,0,0,0,0,nan,0.00137,0.423494,nan
1131,-2.5,500,0,0,0,0,0,nan,0.001366,0.422856,nan
1132,-2.5,500,0,0,0,0,0,nan,5e-06,0.422164,nan
1133,-2.5,500,0,0,0,0,0,nan,0.001367,0.422953,nan
1134,-2.5,500,0,0,0,0,0,nan,1e-06,0.423178,nan
1135,-2.55,500,0,1,0,1,0,nan,3e-06,0.422745,nan
1136,-2.5,500,0,0,0,0,0,nan,0.001368,0.422903,nan
1137,-2.55,500,0,1,0,1,0,nan,0.0,0.423213,nan
1138,-2.5,500,0,0,0,0,0,nan,0.001366,0.422909,nan
1139,-2.5,500,0,0,0,0,0,nan,0.002726,0.42249,nan
1140,-2.5,500,0,0,0,0,0,nan,1e-06,0.422569,nan
1141,-2.5,500,0,0,0,0,0,nan,1.1e-05,0.422301,nan
1142,-2.5,500,0,0,0,0,0,nan,3e-06,0.42241,nan
1143,-2.5,500,0,0,0,0,0,nan,1e-06,0.422925,nan
1144,-2.7,500,0,1,0,4,0,nan,1e-06,0.418901,nan
1145,-5.85,500,0,0,0,67,0,nan,4.9e-05,0.407592,nan
1146,-4.8,500,0,1,0,46,0,nan,0.000276,0.422792,nan
1147,-4.95,500,0,1,0,49,0,nan,0.001898,0.426175,nan
1148,-2.5,500,0,0,0,0,0,nan,0.001931,0.436788,nan
1149,-2.5,500,0,0,0,0,0,nan,0.002096,0.454059,nan
1150,-2.5,500,0,0,0,0,0,nan,0.002131,0.462846,nan
1151,-2.5,500,0,0,0,0,0,nan,0.002213,0.452234,nan
1152,-2.5,500,0,0,0,0,0,nan,0.000338,0.45171,nan
1153,-2.5,500,0,0,0,0,0,nan,0.001588,0.437126,nan
1154,-2.6,500,0,0,0,2,0,nan,0.003876,0.43385,nan
1155,-2.5,500,0,0,0,0,0,nan,0.000183,0.438996,nan
1156,-2.5,500,0,0,0,0,0,nan,0.001968,0.432821,nan
1157,-2.5,500,0,0,0,0,0,nan,0.003192,0.422866,nan
1158,-2.5,500,0,0,0,0,0,nan,0.001465,0.411141,nan
1159,-2.5,500,0,0,0,0,0,nan,0.001753,0.406221,nan
1160,-2.55,500,0,0,0,1,0,nan,0.000331,0.414289,nan
1161,-2.5,500,0,0,0,0,0,nan,0.000141,0.41537,nan
1162,-2.5,500,0,0,0,0,0,nan,0.000295,0.418786,nan
1163,-2.55,500,0,0,0,1,0,nan,0.000242,0.418153,nan
1164,-2.75,500,0,0,0,5,0,nan,0.003208,0.421545,nan
1165,-2.55,500,0,0,0,1,0,nan,0.000188,0.432005,nan
1166,-3.15,500,0,0,0,13,0,nan,0.000236,0.430299,nan
1167,-2.5,500,0,0,0,0,0,nan,0.000283,0.425541,nan
1168,-2.85,500,0,0,0,7,0,nan,0.001958,0.44519,nan
1169,-4.25,500,0,0,0,35,0,nan,0.00024,0.449919,nan
1170,-4.1,500,0,0,0,32,0,nan,0.001597,0.462094,nan
1171,-4.65,500,0,0,0,43,0,nan,0.000422,0.464031,nan
1172,-4.3,500,0,0,0,36,0,nan,0.003973,0.448125,nan
